"eword","hword","egrammar"
"sector","वृतखंड","Noun"
"sector","अंचल","Noun"
"sectral","सेक्ट्रल","Noun"
"secular","असांप्रदायिक","Adjective"
"secular","शतवार्षिक","Noun"
"secular","चिरकालिक","Noun"
"secular","धर्मनिरपेक्ष","Noun"
"secular","गृहस्थ पादरी","Adjective"
"secularisation","सम्पत्ति के 
धर्मिक नियंत्रण का नागरिक नियंत्रण में हस्तांतरण","Noun"
"secularisation","धर्मनिरपेक्षीकरण","Noun"
"secularisation","सम्पत्ति के धर्मिक नियंत्रण का नागरिक नियंत्रण में हस्तांतरण","Noun"
"secularise","धर्मनिरपेक्ष बनाना","Verb"
"secularise","धर्मनिरपेक्ष 
बनाना","Verb"
"secularise","सम्पत्ति के 
धर्मिक नियंत्रण का नागरिक नियंत्रण में 
हस्तांतरणअना","Verb"
"secularise","सम्पत्ति के धर्मिक नियंत्रण का नागरिक नियंत्रण में हस्तांतरणअना","Verb"
"secularism","धर्मनिरपेक्षवाद","Noun"
"secularism","धर्मनिरपेक्षतावाद","Noun"
"secularist","धर्मनिरपेक्ष","Noun"
"secularist","धर्मनिरपेक्षतावादी","Noun"
"secularization","सम्पत्ति 
के धर्मिक नियंत्रण का नागरिक नियंत्रण में हस्तांतरण","Noun"
"secularization","धर्मनिरपेक्षीकरण","Noun"
"secularization","सम्पत्ति के धर्मिक नियंत्रण का नागरिक नियंत्रण में हस्तांतरण","Noun"
"secularize","धर्मनिरपेक्ष बनाना","Verb"
"secularize","धर्मनिरपेक्ष 
बनाना","Verb"
"secularize","सम्पत्ति के धर्मिक नियंत्रण का नागरिक नियंत्रण में हस्तांतरणअना","Verb"
"secularize","सम्पत्ति के 
धर्मिक नियंत्रण का नागरिक नियंत्रण में हस्तांतरणअना","Verb"
"secularize","धर्मनिरपेक्ष बना देना","Verb"
"secure","प्राप्त करना","Verb"
"secure","निश्चित","Adjective"
"secure","सुरक्षित","Adjective"
"secure","निश्चिन्त","Verb"
"secure","सुरक्षित करना","Verb"
"secure","प्राप्त कर लेना","Verb"
"secure","अच्छी तरह से बंद करना","Verb"
"secure","अच्छी 
तरह से बंद करना","Verb"
"secure","की रक्षा करना","Verb"
"secure","मजबूत","Verb"
"secure","सुदृढ़","Adjective"
"secure","निश्चिंत","Adjective"
"secure","कसकर बाँधना","Verb"
"secured","संरक्षित","Verb"
"secured","सुरक्षित","Verb"
"securely","सुरक्षित रूप से","Adverb"
"securities","प्रतिभूति","Noun"
"securities market","शेयर बाज़ार","Noun"
"securitization","प्रतिभूतिकरण","Noun"
"security","सुरक्षा","Noun"
"security","सुरक्षा उपाय","Noun"
"security","सुरक्षा 
उपाय","Noun"
"security","प्रतिभूति","Noun"
"security","ज़मानत","Noun"
"security","ऋणपत्र","Noun"
"security","क्षेम","Noun"
"security","प्रतिभू/ज़मानत","Noun"
"security 
measures","सुरक्षा उपाय","Noun"
"security council","सुरक्षा परिस्हद्","Noun"
"security council","सुरक्षा परिषद","Noun"
"security guard","पहरेदार","Noun"
"security measures","सुरक्षा उपाय","Noun"
"security risk","घातक व्यक्ति","Noun"
"security risk","घातक 
व्यक्ति","Noun"
"security risk","जीवन को खतरा","Noun"
"sedan","पालकी/ड़ोली","Noun"
"sedan","पालकी","Noun"
"sedan","मोटरकार","Noun"
"sedan","सीडैन","Noun"
"sedan chair","पालकी","Noun"
"sedan chair","डोली","Noun"
"sedate","शांत","Verb"
"sedate","गंभीर","Verb"
"sedate","संयत","Verb"
"sedate","धीर","Verb"
"sedate","शामक औषधि देना","Verb"
"sedate","शान्त/गम्भीर","Verb"
"sedate","शान्त करना[होना]","Verb"
"sedate","शामक 
औषधि देना","Verb"
"sedately","संयत 
ढंग से","Adverb"
"sedately","गम्भीरता से","Adverb"
"sedately","संयत ढंग से","Adverb"
"sedateness","गंभीरता","Noun"
"sedateness","गम्भीरता","Noun"
"sedation","औषधि द्वारा शांत अवस्था","Noun"
"sedation","शान्ति/शान्त","Noun"
"sedation","औषधि दे कर शांत करना","Verb"
"sedation","औषधि द्वारा शांत 
अवस्था","Noun"
"sedative","शामक औषधि","Noun"
"sedative","शामक","Noun"
"sedative","उपशामक","Noun"
"sedative drug","शामक औषधि","Noun"
"sedentary","निष्क्रिय","Adjective"
"sedentary","स्थानबद्ध","Adjective"
"sedentary","अधिक बैठा रहने 
वाला","Adjective"
"sedentary","अधिक बैठा रहने वाला","Adjective"
"sedentary","अभ्रमणशील","Adjective"
"sedge","नरकुल","Noun"
"sedge","नरकट","Noun"
"sedgy","नरकुलीय","Adjective"
"sediment","अवसाद","Noun"
"sediment","तलछट","Noun"
"sediment","तलछट के रूप में जमा 
होना","Verb"
"sediment","तलछट के रूप में जमा होना","Verb"
"sedimentary","तलछटी","Adjective"
"sedimentation","तलछट जामन","Noun"
"sedimentation","अवसादन","Noun"
"sediments","तलछट","Noun"
"sedition","विद्रोहात्मक आचरण","Noun"
"sedition","विद्रोहात्मक 
आचरण","Noun"
"sedition","राजद्रोह","Noun"
"seditious","विद्रोहात्मक","Adjective"
"seditious","राज्द्रोहात्मक","Adjective"
"seditious","विलप्वकारी","Adjective"
"seduce","बहकाना","Verb"
"seduce","लुभाना","Verb"
"seduce","आकर्षित करना","Verb"
"seduce","का शील भंग करना","Verb"
"seduce","संभोग 
के लिए फुसलाना","Verb"
"seduce","संभोग के लिए फुसलाना","Verb"
"seducer","संभोग के इए फुसलाने वाला","Noun"
"seducer","संभोग के इए 
फुसलाने वाला","Noun"
"seducer","बहकानेवाला","Noun"
"seduction","प्रलोभन","Noun"
"seduction","पथभ्रष्ट करना","Verb"
"seduction","मोह जल में फँसाना","Verb"
"seduction","मोह जल में 
फँसाना","Verb"
"seductive","आकर्षक","Adjective"
"seductive","सम्मोहक","Adjective"
"seductive","कामोत्तेजक रूप से आकर्षक","Adjective"
"seductive","कामोत्तेजक 
रूप से आकर्षक","Adjective"
"seductively","कामोत्तेजक ढंग 
से","Adverb"
"seductively","कामोत्तेजक ढंग से","Adverb"
"seductively","लुभाते हुए","Adverb"
"seductiveness","कामोत्तेजक 
आकर्षण","Noun"
"seductiveness","कामोत्तेजक आकर्षण","Noun"
"seductiveness","सम्मोहकता","Noun"
"sedulous","परिश्रमी","Adjective"
"sedulously","परिश्रमपूर्वक","Adverb"
"sedulously","परिश्रम से","Adverb"
"see","मिलना","Verb"
"see","समझना","Verb"
"see","कल्पना करना","Verb"
"see","साथ जाना","Verb"
"see","साथ देना","Verb"
"see","देखना","Verb"
"see","पता लगाना","Verb"
"see","महसूस करना","Verb"
"see","विदा करना","Verb"
"see","निश्चय करना","Verb"
"see","सम्भालना","Verb"
"see","अनुभव करना","Verb"
"see","दिख्ना","Verb"
"see","सी","Noun"
"see","से मिलना","Verb"
"see","पैनी नजर से देखना","Verb"
"see","सलाह 
लेना","Verb"
"see","देख लेना","Verb"
"see","सलाह लेना","Verb"
"see","देकना","Verb"
"see","पैनी नजर से 
देखना","Verb"
"see 
about","आग्रह करना","Verb"
"see 
daylight","समझना","Verb"
"see 
nothing of","नहीं दिखना","Verb"
"see 
off","विदा करना","Verb"
"see 
service","सैन्यदल में सेवा करना","Verb"
"see 
stars","तारे दिखाई देना","Verb"
"see 
through","सहारा देना","Verb"
"see a lot of","बहुत 
बार दिखाई पड़ना","Verb"
"see a lot of","बहुत बार दिखाई पड़ना","Verb"
"see a mile off","साफ साफ देखना","Verb"
"see about","आग्रह करना","Verb"
"see about","बनाना","Verb"
"see about","प्रबन्ध करना","Verb"
"see daylight","समझना","Verb"
"see eye to 
eye with","से पूरी तरह से सहमत होना","Verb"
"see eye to eye with","से पूरी तरह से सहमत होना","Verb"
"see fit","के योग्य लगना","Verb"
"see fit","उचित समझना","Verb"
"see for","पता लगाना","Verb"
"see in","में गुण पाना","Verb"
"see less of","बहुत कम दिखाई दना","Verb"
"see little 
of","बहुत कम दिखना","Verb"
"see little of","बहुत कम दिखना","Verb"
"see more of","बहुत बार दिखाई दना","Verb"
"see more of some one","से अक्सर मिलना","Idioms"
"see nothing of","नहीं दिखना","Verb"
"see off","रोकना","Verb"
"see off","भगाना","Verb"
"see off","विदा करना","Verb"
"see out","तक खत्म होना","Verb"
"see over","निरीक्षण करना","Verb"
"see over","जाँच करना","Verb"
"see red","आग बबूला होना","Verb"
"see red","आग बबूला 
होना","Verb"
"see right","अच्छी तरह से ध्यान रखना","Verb"
"see saw","झूमा झूमी","Noun"
"see saw","उतार चढाव","Noun"
"see saw","झूमा झूमी खेलना","Verb"
"see saw","नीचे ऊपर होना","Verb"
"see saw","झूमा झूमी 
खेलना","Verb"
"see saw","उतार चड़ाव","Noun"
"see saw","नीचे ऊपर 
होना","Verb"
"see saw","घटना बढ़ना","Verb"
"see sense","समझदारी दिखाना","Verb"
"see service","सैन्यदल में सेवा करना","Verb"
"see stars","तारे दिखाई देना","Verb"
"see the 
error of ways","अपनी गलतियाँ पता चलना","Verb"
"see the colour of money","हैसियत देखना","Verb"
"see the error of ways","अपनी गलतियाँ पता चलना","Verb"
"see the last of","आखरीबार देखना","Verb"
"see the light","जन्म लेना","Verb"
"see the light","प्रकाश 
में आना","Verb"
"see the light","प्रकाश में आना","Verb"
"see the light","धार्मिक मत को अपनाना","Verb"
"see the light","धार्मिक मत को 
अपनाना","Verb"
"see the light of day","चलन में लाना","Verb"
"see things","भ्रम","Noun"
"see through","समझना","Verb"
"see through","बचाना","Verb"
"see through","सहारा देना","Verb"
"see through","पूरा करना","Verb"
"see through","पारदर्शी","Verb"
"see through","स्वभाव 
जानना","Verb"
"see through","पूरा कर डालना","Verb"
"see through","की सहायता करना","Verb"
"see through","स्वभाव जानना","Verb"
"see through 
rose coloured spectacles","रंगीन चश्मे से देखना","Verb"
"see through eyes","नज़रिया से देखना","Verb"
"see through rose coloured spectacles","रंगीन चश्मे से देखना","Verb"
"see through rose tinted 
spectacles","रंगीन चश्मे से देखना","Verb"
"see through rose tinted spectacles","रंगीन चश्मे से देखना","Verb"
"see to","देख लेना","Verb"
"see to it that","इसका भरोशा देना","Verb"
"see way clear to","के लिए तैयार होना","Verb"
"see way to","के लिए तैयार होना","Verb"
"see way to","के लिए तैयार 
होना","Verb"
"see weed","समुद्री शैवाल","Noun"
"see which way the wind is blowing","हालात 
भांप लेना","Verb"
"see which way the wind is blowing","हालात भांप लेना","Verb"
"see you","फिर मिलेंगे","Noun"
"see you","फिर 
मिलेंगे","Noun"
"see you around","फिर मिलेंगे","Noun"
"see, look","देखना","Verb"
"seed","बीज","Noun"
"seed","छाँटना","Verb"
"seed","दाना","Verb"
"seed","बीज निकालना","Verb"
"seed","जन्म","Noun"
"seed","खिलाड़ी","Noun"
"seed","बीज लग्ना","Verb"
"seed","बीज 
वाला","Noun"
"seed","छंटना","Verb"
"seed","अंडा","Noun"
"seed","बीज 
लग्ना","Verb"
"seed","बीज 
निकालना","Verb"
"seed","संतान","Noun"
"seed","बीज वाला","Noun"
"seed","बीज ब्ना","Verb"
"seed 
pearl","छोटा मोती","Noun"
"seed bed","विकास के अनुकूल 
हालत","Noun"
"seed bed","विकास के अनुकूल हालत","Noun"
"seed bed","विकास के अनुकूल स्थान","Noun"
"seed bed","बियाड़","Noun"
"seed cake","अजवाइनयुक्त केक","Noun"
"seed coat","बीजावरण","noun"
"seed lobe","अंकुर","Noun"
"seed pearl","छोटा मोती","Noun"
"seedbed","तैयार क्यारी","Noun"
"seedcake","अजवाइनयुक्त केक","Noun"
"seedcake","जीरा मिश्रित रोटी","Noun"
"seeded","बीजदार","Adjective"
"seeded","बीज निकाला हुआ","Verb"
"seeded","बोया 
हुआ","Verb"
"seeded","बीज 
निकाला हुआ","Verb"
"seeded","श्रेणिगत","Verb"
"seeded","बोया हुआ","Verb"
"seeded","प्रौढ़","Adjective"
"seediness","फटेहाल अवस्था","Noun"
"seediness","फटेहाल 
अवस्था","Noun"
"seedless","बीजरहित","Adjective"
"seedling","पौधा","Noun"
"seedling","पल्लव","Noun"
"seedling","अंकुर","Noun"
"seedman","बीज का व्यापारी","Noun"
"seedsman","बीज विक्रेता","Noun"
"seedy","घटिया","Adjective"
"seedy","बिजैला","Adjective"
"seedy","बीमार","Adjective"
"seedy","फटीचर","Adjective"
"seedy","बीजदार","Adjective"
"seedy","गंदा","Adjective"
"seeing","दृष्टि बोध","Noun"
"seeing","दृष्टि 
बोध","Noun"
"seeing as","जब कि","Noun"
"seeing as how","जब कि","Noun"
"seeing is believing","देखे हुए पर ही विश्वास हो सकता है","Noun"
"seeing is believing","देखे 
हुए पर ही विश्वास हो सकता है","Noun"
"seeing that","देखा जाए तो","Noun"
"seeing that","जब कि","Noun"
"seeing that","जब 
कि","Noun"
"seek","कोशिश करना","Verb"
"seek","की कोशिश करना","Verb"
"seek","पतालगाना","Verb"
"seek","माँगना","Verb"
"seek","ढूँढ़ना","Verb"
"seek 
out","पाना","Verb"
"seek fortune","संसार में सफल होने का प्रयत्न करना","Verb"
"seek out","पाना","Verb"
"seeker","खोज करने वाला","Noun"
"seeker","जिज्ञासु","Noun"
"seeker","खोज करने 
वाला","Noun"
"seeker","गवेक्षक","Noun"
"seeland","सीलैंड","Noun"
"seem","लगना","Verb"
"seem","प्रतीत होना/लगना/जान पड़ना","Verb"
"seeming","प्रत्यक्ष","Verb"
"seeming","प्रतीयमान","Verb"
"seeming","दिखावटी","Verb"
"seemingly","प्रकटतः","Adverb"
"seemingly","प्रकट रूप से","Adverb"
"seemingly","प्रतीयमानतः","Adverb"
"seemliness","औचित्य","Noun"
"seemly","उचित","Adjective"
"seemly","उपयुक्त","Adjective"
"seen","देखा","Verb"
"seen","दृष्ट","Verb"
"seen by","के द्वारा देखा गया।","Verb"
"seep","रिसना","Verb"
"seepage","स्राव","Noun"
"seepage","निस्यन्दन","Noun"
"seepage","रिसाव","Noun"
"seer","ऋषि","Noun"
"seer","भविष्यद्रष्टा","Noun"
"seer","देखनेवाला/द्रष्टा","Noun"
"seer","पैगंबर","Noun"
"seersucker","उभरी हुई धारियों वाला कपड़ा","Noun"
"seersucker","उभरी 
हुई धारियों वाला कपड़ा","Noun"
"seethe","खौलना","Verb"
"seethe","हलचलपूर्ण 
होना","Verb"
"seethe","गुस्से से खौलना","Verb"
"seethe","हलचलपूर्ण होना","Verb"
"seethe","अति कुपित होना","Verb"
"seethe","उबलना","Verb"
"seething","हिलता हुआ","Verb"
"seething","हिलता 
हुआ","Verb"
"seething","खौलता हुआ","Verb"
"segment","हिस्सा","Noun"
"segment","विभाजित करना","Verb"
"segment","फाँक 
निकालना","Verb"
"segment","विभाजित होना","Verb"
"segment","फाँक","Noun"
"segment","वृत्तखण्ड","Noun"
"segment","फाँक निकालना","Verb"
"segment","भाग","Noun"
"segmentation","हिस्सा","Noun"
"segmentation","विभाजन","Noun"
"segmentation","खण्डीकरण","Noun"
"segregate","अलग करना","Verb"
"segregate","बँट 
जाना","Verb"
"segregate","पृथक करना","Verb"
"segregate","बँट जाना","Verb"
"segregate","पृथक् करना","Verb"
"segregated","पृथक्कृत","Verb"
"segregation","पृथक्करण","Noun"
"segregation","पृथकतावाद","Noun"
"segregation","विसंयोजन","Noun"
"segregation","पृतकन","Noun"
"seine","जाल मछली का","Noun"
"seism","भूचाल","Noun"
"seismal","भूकंपीय","Adjective"
"seismic","भूकंपीय","Adjective"
"seismic","भूकम्पीय","Adjective"
"seismogram","भूकंप अभिलेख","Noun"
"seismogram","भूकंप 
अभिलेख","Noun"
"seismograph","भूकम्प लेखी","Noun"
"seismograph","भूकंपलेखी","Noun"
"seismographer","भूकंप आलेखक","Noun"
"seismography","भूकंप विवरण","Noun"
"seismography","भूकंप आलेखन","Noun"
"seismography","भूकंप 
विवरण","Noun"
"seismography","भूकंप 
आलेखन","Noun"
"seismologic","भूकंपविज्ञान संबंधी","Adjective"
"seismological","भूकंपविज्ञान संबंधी","Adjective"
"seismologist","भूकंपविज्ञानी","Noun"
"seismology","भूकंप विज्ञान","Noun"
"seismology","भूकंप 
विज्ञान","Noun"
"seismology","भूकम्प विज्ञान","Noun"
"seismometer","भूकंपमापी","Noun"
"seismometric","भूकंपमितीय","Noun"
"seismometrical","भूकंपमितीय","Noun"
"seismometry","भूकंपमिति","Noun"
"seismosaur","साइज़्मोसर","Noun"
"seismosaurus","साइज़्स्मोरर प्रजाति","Noun"
"seismoscope","भूकंपदर्शी","Noun"
"seize","समझना","Verb"
"seize","झपट लेना","Verb"
"seize","पकड़ना","Verb"
"seize","हासिल करना","Verb"
"seize","कुर्क 
करना","Verb"
"seize","छीन लेना","Verb"
"seize","ग्रहण करना","Verb"
"seize","कुर्क करना","Verb"
"seize","प्ना","Verb"
"seize","ज़ब्त करना","Verb"
"seize","दबाव दालना","Verb"
"seize","समझ लेना","Verb"
"seize","अधिकार में लेना","Verb"
"seize","रूक ज्ना","Verb"
"seize","दबाव 
दालना","Verb"
"seize","क़ब्जा़ करना","Verb"
"seize","छिनना","Verb"
"seize","कब्ज़ा कर लेना","Verb"
"seize","बाँधना","Verb"
"seize on","तुरन्त स्वीकार कर लेना","Verb"
"seize on","तुरन्त स्वीकार कर 
लेना","Verb"
"seize up","जकड़ना","Verb"
"seize up","काम करना बंद कर देना","Verb"
"seize upon","मान 
लेना","Verb"
"seize upon","मान लेना","Verb"
"seizure","अधिकार","Noun"
"seizure","दौरा","Noun"
"seizure","पकड़","Noun"
"seizure","कब्जा","Noun"
"seizure","गिरफ़्तारी","Noun"
"seizure","दौरा/झटका","Noun"
"seizure","जब्ती","Noun"
"seji ozawa","जापानीज संगीतज्ञ","noun"
"seldom","बिरले ही/कभी कभार","Adjective"
"seldom","शायद 
ही कभी","Adverb"
"seldom","कभी कभार","Adverb"
"seldom","शायद ही कभी","Adverb"
"select","विशिष्ट","Verb"
"select","चुनना","Verb"
"select","चुनना/छाँटना","Verb"
"select","चुनिन्दा","Verb"
"select committee","प्रवर समिति","Noun"
"selected","चुनिँदा","Verb"
"selection","चुनाव","Noun"
"selection","चयन","Noun"
"selection","संकलन","Noun"
"selection","चुनी गई वस्तुओं का संग्रह","Noun"
"selection","चुनी गई वस्तुओं का 
संग्रह","Noun"
"selection committee","चयन 
समिति","Noun"
"selection committee","चयन समिति","Noun"
"selective","चयनात्मक","Adjective"
"selective","चयनशील","Adjective"
"selectively","वरणक्षमतापूर्वक","Adverb"
"selectively","चयन करके","Adverb"
"selectivity","वरणक्षमता","Noun"
"selector","चुननेवाला/चयक","Noun"
"selector","सिलेक्टर","Noun"
"selector","चयनक्र्ता","Noun"
"selector 
switch","सिलेक्टर 
स्विच","Noun"
"selector switch","सिलेक्टर स्विच","Noun"
"self","स्वयं","Noun"
"self","अहम्","Noun"
"self","व्यक्तित्व","Noun"
"self","व्यक्तित्त्व","Noun"
"self","स्व","Noun"
"self","स्वार्थ","Noun"
"self abnegation","आत्मत्याग","Noun"
"self abnegation","आत्मनिषेध","Noun"
"self absorbed","आत्मलीन","Adjective"
"self absorption","आत्मलीनता","Noun"
"self abuse","हस्तमैथुन","Noun"
"self abuse","आत्म वंचना","Verb"
"self access","स्वयं निकालना","Verb"
"self access","सुगम स्वशिक्षण पद्धति","Noun"
"self access","सुगम 
स्वशिक्षण 
पद्धति","Noun"
"self accusation","आत्मदोषारोपण","Noun"
"self activating","अपने आप 
सक्रिय होने 
वाला","Noun"
"self activating","अपने आप सक्रिय होने वाला","Adjective"
"self addressed","अपने पते का","Adjective"
"self addressed","स्वनामांकित","Noun"
"self adhesive","चिपचिपा","Noun"
"self adhesive","स्वयं चिपकने वाला","Adjective"
"self advertisement","आत्मविज्ञापन","Noun"
"self advertiser","आत्मविज्ञापक","Noun"
"self analysis","आत्मविश्लेषण","Noun"
"self appointed","स्वयं नियुक्त","Adjective"
"self appointed","स्वयंनियुक्त","Noun"
"self assembly","स्वयंजोड़ित","Noun"
"self asserting","स्वाग्रही","Noun"
"self assertion","स्वाग्रह","Noun"
"self assertive","स्वाग्रही","Adjective"
"self assertiveness","स्वाग्रहता","Noun"
"self assurance","आत्मविश्वास","Noun"
"self assured","आत्मविश्वासी","Noun"
"self awareness","आत्मजागरूकता","Noun"
"self catering","स्वयं 
भोजन प्रबन्ध","Noun"
"self catering","स्वयं भोजन प्रबन्ध","Noun"
"self centered","आत्मकेन्द्रित","Noun"
"self centeredness","आत्मकेन्द्रीयता","Noun"
"self centred","स्वकेंद्रित","Noun"
"self centredness","आत्मकेन्द्रीयता","Noun"
"self complacent","आत्मसन्तुष्ट","Noun"
"self conceited","घमण्डी","Noun"
"self confessed","आत्मघोषित","Noun"
"self confidence","आत्मविश्वास","Noun"
"self confident","आत्मविश्वासी","Noun"
"self congratulation","आत्माभिनन्दन","Noun"
"self congratulatory","आत्माभिनंदनीय","Noun"
"self conscioisness","अहंकार","noun"
"self conscious","संकोची","Noun"
"self conscious","संकोच भरा","Adjective"
"self conscious","संकोच 
भरा","Adjective"
"self conscious","आत्मचेतन","Adjective"
"self consciously","आत्मचेतना 
से","Noun"
"self consciously","संकोच 
से","Adverb"
"self consciously","संकोच से","Adverb"
"self consciously","आत्मचेतना से","Adverb"
"self consciousness","व्याकुलता","Noun"
"self consciousness","आत्मचेतना","Verb"
"self consciousness","संकोचपन","Noun"
"self contained","निजगत","Noun"
"self contained","आत्मनिर्भर","Adjective"
"self contained","स्वतःपूर्ण","Adjective"
"self contradictory","परस्परविरोधी","Noun"
"self contradictory","विरोधाभासपूर्ण","Adjective"
"self control","आत्मसंयम","Noun"
"self controlled","आत्मसंयमी","Noun"
"self defeating","आत्मघाती","Noun"
"self defence","आत्मसुरक्षा","Noun"
"self defence","आत्मरक्षा","Noun"
"self defense","आत्मसुरक्षा","Noun"
"self denial","आत्मत्याग","Noun"
"self denial","आत्मनिषेध","Noun"
"self dependant","स्वाबलंबी","Adverb"
"self dependence","आत्मनिर्भरता","Noun"
"self dependent","आत्मनिर्भरता","Adjective"
"self destructive","आत्मघाती","Noun"
"self destructive","आत्मविनाशी","Adjective"
"self destructively","आत्मघातक रूप से","Noun"
"self determination","आत्मनिर्णय","Noun"
"self determination","स्वाधीनता","Noun"
"self discipline","आत्मानुशासन","Noun"
"self drive","भाड़े की कार","Noun"
"self drive","अपनी कार 
लेकर","Noun"
"self drive","खुद 
चलाने के लिए भाड़े पर","Noun"
"self drive","खुद चलाने के लिए भाड़े पर","Noun"
"self drive","अपनी कार लेकर","Noun"
"self educated","स्वयंशिक्षित","Noun"
"self education		","अपने आप को खुद पढाना","noun"
"self effacing","अत्यधिक 
विनम्र","Noun"
"self effacing","अत्यधिक विनम्र","Adjective"
"self employed","स्वनियोजित","Noun"
"self employement","स्वनियोजन","Noun"
"self esteem","स्वाभिमान","Noun"
"self evident","स्वतःप्रमाण","Noun"
"self evident truth","स्वयं स्पष्ट सच्चाई","noun"
"self exmamination","आत्मपरीक्षा","Noun"
"self explanatory","स्वतःस्पष्ट","Noun"
"self expression","आत्माभिव्यक्ति","Noun"
"self fulfilling","स्वयंकार्यान्वित","Noun"
"self governing","स्वतन्त्र","Adjective"
"self governing","स्वायत्त","Noun"
"self governing","स्वशासी","Adjective"
"self government","स्वशासन","Noun"
"self help","स्वावलम्बन","Noun"
"self importance","अहंकार","Noun"
"self important","अहंकारी","Noun"
"self imposed","स्वगृहीत","Noun"
"self indulgence","विशयासक्ति","Noun"
"self indulgent","विशयासक्त","Noun"
"self inflicted","आत्मकृत","Noun"
"self interest","स्वार्थ","Noun"
"self interested","स्वार्थी","Noun"
"self involved","आत्मलीन","Noun"
"self involvement","आत्मलीनता","Noun"
"self locking","स्वयं बन्द होने वाला","Noun"
"self locking","स्वयं 
बन्द होने 
वाला","Adjective"
"self made","स्वनिर्मित","Noun"
"self opinionated","हठधर्मी","Adjective"
"self opinionated","दुराग्रही","Noun"
"self pity","आत्मदया","Noun"
"self portrait","आत्मचिट्र","Noun"
"self possessed","शान्त","Noun"
"self possession","आत्मसंयम","Noun"
"self preservation","आत्मरक्षा","Noun"
"self raising 
flour","स्वयं 
फुला हुआ आटा","Noun"
"self raising flour","स्वयं फुला हुआ आटा","Noun"
"self realisation","आत्मानुभूति","Noun"
"self reliance","आत्मनिर्भरता","Noun"
"self reliance","स्वावलंबन","Noun"
"self reliant","आत्मनिर्भर","Noun"
"self reliant","आत्मभारित","Noun"
"self reliant person","स्वाभिमानि व्यक्ति,आत्मनिर्भर व्यक्ति","Noun"
"self renunciation","आत्मत्याग","Noun"
"self renunciation","आत्मनिषेध","Noun"
"self respect","स्वाभिमान","Adjective"
"self respect","आत्मसम्मान","Noun"
"self respect","आत्म सम्मान","Noun"
"self respect","आत्म  सम्मान","Noun"
"self respect","आत्मगौरव","noun"
"self respecting","स्वाभिमानी","Noun"
"self righteous","दंभी","Noun"
"self righteously","दंभ 
से","Noun"
"self righteously","दंभ से","Adverb"
"self righteousness","दंभ","Noun"
"self rising 
flour","स्वयं फुला हुआ आटा","Noun"
"self rising flour","स्वयं फुला हुआ आटा","Noun"
"self rule","स्वशासन","Noun"
"self sacrifice","आत्मबलिदान","Noun"
"self sacrificing","आत्मबलिदानी","Noun"
"self satisfied","आत्मसन्तुष्ट","Noun"
"self seeking","स्वार्थ","Noun"
"self seeking","स्वार्थपरायण","Noun"
"self service","स्वयंसेवा","Noun"
"self service","स्वयंसेवी","Noun"
"self study","अध्यात्म","Noun"
"self study","स्वाध्याय","Noun"
"self styled","स्वघोषित","Noun"
"self sufficiency","आत्मनिर्भरता","Noun"
"self sufficient","आत्मनिर्भर","Noun"
"self supporting","आत्मनिर्भर","Noun"
"self willed","हठीला","Adjective"
"self willed","मनमौजी","Noun"
"self willed","दुराग्रही","Adjective"
"self willed","अलबेला","Adjective"
"self willed","ज़िद्दी","Noun"
"selfie","अपने आप अपने छायाचित्र को उतारना","Verb"
"selfie","स्वचित्र","noun"
"selfish","स्वार्थी","Adjective"
"selfishly","स्वार्थी ढंग 
से","Adverb"
"selfishly","स्वार्थी ढंग से","Adverb"
"selfishness","स्वार्थ","Noun"
"selfishness","स्वार्थपरता","Noun"
"selfless","निस्स्वार्थ","Adjective"
"selfless","निस्वार्थ","Adjective"
"selflessly","निस्वार्थ भाव से","Adverb"
"selflessly","निस्वार्थ 
भाव से","Adverb"
"selflessness","निस्स्वार्थता","Noun"
"selfmotivated","स्वतःस्फूर्त","Adjective"
"selfsame","एक ही","Adjective"
"selfsame","एक 
ही","Adjective"
"selfwork","स्वयंरोजगार","Noun"
"sell","धोखा","Noun"
"sell","व्यापार करना","Verb"
"sell","थोपना","Verb"
"sell","सौदा करना","Verb"
"sell","चलना","Verb"
"sell","प्रचार करना","Verb"
"sell","बेचना","Verb"
"sell","विक्रय","Noun"
"sell","विश्वासघात करना","Verb"
"sell","प्रचार करना 
करना","Verb"
"sell","लादना","Verb"
"sell","कमाई","Noun"
"sell","खरिदने के लिये मज़बुर 
करना","Verb"
"sell","बिकना","Verb"
"sell","सौदा","Noun"
"sell","प्रचार होना","Verb"
"sell","खरिदने के लिये मज़बुर करना","Verb"
"sell","प्रचार करना करना","Verb"
"sell","छोड देना","Verb"
"sell","विक्रय 
करना","Verb"
"sell","विक्रय करना","Verb"
"sell","रक़म","Verb"
"sell 
out","बिकना","Verb"
"sell 
short","कम आँकना","Verb"
"sell 
up","सम्पति बेच देना","Verb"
"sell a 
pup","ठग दना","Verb"
"sell a pup","ठग दना","Verb"
"sell body","वेश्यावृति करना","Verb"
"sell by 
date","बिक्रि दिनांक","Noun"
"sell by date","बिक्रि दिनांक","Noun"
"sell down the river","धोखा देना","Verb"
"sell like hot 
cakes","अधिक माट्रा में बिकना","Verb"
"sell like hot cakes","अधिक माट्रा में बिकना","Verb"
"sell off","कम दाम पर बेंच डालना","Verb"
"sell off","सरकारी 
विक्रय","Verb"
"sell off","सरकारी विक्रय","Verb"
